DocName,Author_original,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Wikidata ID,sex or gender,country of citizenship,ethnic group,field of work,occupation,position held,religion or worldview,"languages spoken, written or signed",movement,member of,Number of authors,Date,Title,Pages,Source
K049452.000,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1790,"Try again: a farce, in two acts. As performed at the Theater Royal in the Hay-Market.",64,ECCO-TCP
K049483.000,"Row, Nicholas, 1674-1718.",Nicholas Rowe,,,,,,Q1382306,male,Great Britain,,,"playwright, poet, writer, literary historian, poet lawyer",Poet Laureate of the United Kingdom,,English,,,1,1706,"Ulysses: a tragedy. As it is acted at the Queen's Theater in the Hay-Market. By Her Majesty's sworn servants. Written by N. Row, Esquire;.",74,ECCO-TCP
K049485.000,"Row, Nicholas, 1674-1718.",Nicholas Rowe,,,,,,Q1382306,male,Great Britain,,,"playwright, poet, writer, literary historian, poet lawyer",Poet Laureate of the United Kingdom,,English,,,1,1701,"The ambitious stepmother: A tragedy. As 'twas acted at the New Theater in Little-Lincolns-Inn-Fields. By His Majesty's servants. By N. Row, Esquire;.",87,ECCO-TCP
K049565.000,"Rymer, James, fl. 1770-1833.","Rymer, James, fl. 1770-1833.",,,,,,,,,,,,,,,,,1,1785,"A tract upon indigestion and the hypochondriac disease: with the method of cure, and a new remedy or medicine recommended. By James Rymer, ...",30,ECCO-TCP
K049569.000,"Cheyne, George, 1673-1743.",George Cheyne,,,,,,Q1507112,male,Great Britain,,,"physician, philosopher",,,English,,Royal Society,1,1701,"A new theory of continual fevers: Wherein, besides the appearances of such fevers, and the method of their cure; occasionally, the structure of the glands, ... are mechanically explan'd.",124,ECCO-TCP
K049575.000,"Mead, Richard, 1673-1754.",Richard Mead,,,,,,Q3888733,male,"Kingdom of England, Great Britain",,,"physician, astrologer",,,English,,Royal Society,1,1708,"A discourse concerning the action of the sun and moon on animal bodies; and the influence which this may have in many diseases. By Richard Mead, M.D. ... In two parts; De imperio solis ac lunae in corpora humana. English",31,ECCO-TCP
K049579.000,"Mead, Richard, 1673-1754.",Richard Mead,,,,,,Q3888733,male,"Kingdom of England, Great Britain",,,"physician, astrologer",,,English,,Royal Society,1,1720,"A short discourse concerning pestilential contagion: and the methods to be used to prevent it. By Richard Mead, ...",65,ECCO-TCP
K049641.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1707,"The black art detected and exposed: or, a demonstration of the hellish impiety, of being, or desiring to be a wizzard, conjurer, or witch. ... In a letter to a country gentleman",55,ECCO-TCP
K049745.000,"Monro, Alexander, 1733-1817.",Alexander Monro,,,,,,Q2622139,male,United Kingdom of Great Britain and Ireland,,,"surgeon, anatomist",,,,,"Royal Prussian Academy of Sciences, Royal Society of Edinburgh",1,1793,"Experiments on the nervous system: with opium and metalline substances; made chiefly with the view of determining the nature and effects of animal electricity. By Alexander Monro, ...",41,ECCO-TCP
K049942.000,"Row, Nicholas, 1674-1718.",Nicholas Rowe,,,,,,Q1382306,male,Great Britain,,,"playwright, poet, writer, literary historian, poet lawyer",Poet Laureate of the United Kingdom,,English,,,1,1703,"Tamerlane. A tragedy: As it is acted at the New Theater in Little Lincolns-Inn-Fields. By Her Majesty's servants. Written by N. Row, Esquire;.",80,ECCO-TCP
K049986.000,"Sheridan, Richard Brinsley, 1751-1816.; Great Britain. Parliament.",Richard Brinsley Sheridan,Great Britain. Parliament.,,,,,Q352725,male,Kingdom of Ireland,,,"poet, politician, librettist, dramaturge, playwright, writer","Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,English,,,2,1799,"Speech of Richard Brinsley Sheridan: Esquire. in the House of Commons of Great Britain, on Thursday, January 31st, 1799, in reply to Mr. Pitt's speech on the union with Ireland.",27,ECCO-TCP
K050109.000,"Cumberland, Richard, 1732-1811.",Richard Cumberland,,,,,,Q1439360,male,United Kingdom of Great Britain and Ireland,,,"writer, playwright, novelist, essayist",,,English,,,1,1761,A letter to R----- B----- Esquire; author of the new comedy called The wishes: now in rehearsal at the Theater Royal in Drury Lane,13,ECCO-TCP
K050110.000,"Dennis, John, 1657-1734.",John Dennis,,,,,,Q326716,male,Great Britain,,,"writer, playwright, literary critic",,,English,,,1,1720,"The characters and conduct of Sir John Edgar: and his three deputy-governours. During the adminstration of the late separate ministry. In a third and fourth letter to the Knight. With a picture of Sir John, drawn by a pen, exactly after the life.",46,ECCO-TCP
K050119.000,"Morton, Thomas, 1764-1838.",Thomas Morton,,,,,,Q7792577,male,Great Britain,,,"playwright, writer",,,English,,Garrick Club,1,1796,"The way to get married: a comedy, in five acts, as performed at the Theater Royal, Covent Garden. By Thomas Morton, ...",96,ECCO-TCP
K050122.000,"Morton, Thomas, 1764-1838.",Thomas Morton,,,,,,Q7792577,male,Great Britain,,,"playwright, writer",,,English,,Garrick Club,1,1795,"Zorinski: a play, in three acts: as performed at the Theater Royal, Hay-Market. By Thomas Morton, ...",75,ECCO-TCP
K050218.000,"O'Keeffe, John, 1747-1833.",John O'Keeffe,,,,,,Q6250929,male,,,,"actor, writer",,,English,,,1,1792,"The farce of the Modern antiques, or the merry mourners. In two acts. As performed at the Theater Royal, Smoke-Alley; Modern antiques",39,ECCO-TCP
K050240.000,N/A,N/A,,,,,,,,,,,,,,,,,1,1737,"An explanation of the figure of anatomy: wherein the circulation of the blood is made visible, through glass veins and arteries, with the actions of the heart and lungs; ... Adorned with a copper-plate, ...",17,ECCO-TCP
K050262.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1729,The advantages of peace and commerce: with some remarks on the East India trade.,40,ECCO-TCP
K050263.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1713,"And what if the Pretender should come?: Or, some considerations of the advantages and real consequences of the Pretender's possessing the crown of Great Britain.",39,ECCO-TCP
K050264.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1713,"An answer to a question that no body thinks of, viz. But what if the Queen should die?",45,ECCO-TCP
K050267.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1726,"A brief case of the distillers: and of the distilling trade in England, showing how far it is the interest of England to encourage the said trade, as it is so considerable an advantage to the landed interest, to the trade and navigation, to the public revenue, and to the employment of the poor. Humbly recommended to the Lords and Commons of Great Britain, in the present Parliament assembled.",60,ECCO-TCP
K050268.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1727,"A brief deduction of the original, progress, and immense greatness of the British woollen manufacture: with an enquiry whether it be not at present in a very declining condition: ...",57,ECCO-TCP
K050270.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1730,"A brief state of the inland or home trade, of England: and of the oppressions it suffers, and the dangers which threaten it from the invasion of hawkers, pedlars, and clandestine traders of all sorts. Humbly represented to the present Parliament.",69,ECCO-TCP
K050273.000,"Defoe, Daniel, 1661?-1731.; Defoe, Daniel, attributed name. 1661?-1731,",Daniel Defoe,"Defoe, Daniel, attributed name. 1661?-1731,",,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,2,1717,The case of the war in Italy stated: being a serious enquiry how far Great Britain is engaged to concern it self in the quarrel between the Emperor and the King of Spain.,37,ECCO-TCP
K050274.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1720,"The chimera: or, the French way of paying national debts, laid open: Being an impartial account of the proceedings in France, for raising a paper credit, and settling the Mississipi stock.",75,ECCO-TCP
K050275.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1709,"A commendatory sermon preached November the 4th, 1709. Being the birthday of King William, of glorious memory. By Daniel de Foe",8,ECCO-TCP
K050278.000,"Defoe, Daniel, attributed name. 1661?-1731,",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1724,Considerations on public credit. In a letter to a Member of Parliament,22,ECCO-TCP
K050279.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1713,"Considerations upon the eighth and ninth articles of the treaty of commerce and navigation, now published by authority. With some enquiries into the damages that may accrue to the English trade from them",39,ECCO-TCP
K050281.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1717,"The danger of court differences: or, the unhappy effects of a motley ministry: occasioned by the report of changes at court",49,ECCO-TCP
K050282.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1701,"The danger of the Protestant religion considered, from the present prospect of a religious war in Europe",35,ECCO-TCP
K050284.000,"Defoe, Daniel, attributed name. 1661?-1731,; Overton, Benjamin, attributed name.",Daniel Defoe,"Overton, Benjamin, attributed name.",,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,2,1710,A dialogue betwixt Whig and Tory. Wherein the principles and practices of each party are fairly and impartially stated;,43,ECCO-TCP
K050287.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1711,An essay at a plain exposition of that difficult phrase a good peace. By the author of the Review,51,ECCO-TCP
K050288.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1711,"An essay on the history of parties, and persecution in Britain: beginning, with a brief account of the Test-Act, and an historical enquiry into the reasons, the original, and the consequences of the occasional conformity of dissenters. ...",47,ECCO-TCP
K050289.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1716,"An essay upon buying and selling of speeches. In a letter to a worshipful Justice of the Peace, being also a member of a certain worshipful society of speech-makers",38,ECCO-TCP
K050290.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1710,"An essay upon loans: or, an argument proving that substantial funds settled by Parliament, ... will bring in loans of money to the Exchequer, in spite of all the conspiracies of parties to the contrary; ... By the author of the Essay upon credit.",27,ECCO-TCP
K050292.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1717,"Fair payment no sponge: or, some considerations on the unreasonableness of refusing to receive back money lent on public securities. And the necessity of setting the nation free from the insupportable burden of debt and taxes.",86,ECCO-TCP
K050314.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1713,"Memoirs of Count Tariff, &c",94,ECCO-TCP
K050343.000,"Person of honor.; Defoe, Daniel, attributed name. 1661?-1731,",Person of honor.,"Defoe, Daniel, attributed name. 1661?-1731,",,,,,,,,,,,,,,,,2,1715,"The secret history of the secret history of the White Staff, Purse and Mitre. Written by a person of honor",39,ECCO-TCP
K050351.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1728,"Some considerations on the reasonableness and necessity of increasing and encouraging the seamen. Founded on the gracious expressions, in their favor, contained in His Majesty's speech from the throne.",54,ECCO-TCP
K050360.000,"Defoe, Daniel, attributed name. 1661?-1731,",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1711,"A true account of the design, and advantages of the South Sea trade: with answers to all the objections raised against it.",39,ECCO-TCP
K050364.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1712,"The validity of the renunciations of former powers, enquired into, and the present renuncniation of the Duke of Anjou, impartially considered. With a preface, relating to the guarantee for the Protestant succession",39,ECCO-TCP
K050367.000,"Defoe, Daniel, 1661?-1731.",Daniel Defoe,,,,,,Q40946,male,"Kingdom of England, Great Britain",English people,,"journalist, novelist, prosaist, children's writer, publicist, writer, businessperson, opinion journalist, poet, publisher",,Presbyterianism,English,,,1,1717,"What if the Swedes should come?: With some thoughts about keeping the army on foot, whether they come or not.",40,ECCO-TCP
K050370.000,"Bickerstaff, Isaac, 1735-1812.",Isaac Bickerstaffe,,,,,,Q5575474,male,Republic of Ireland,,,"playwright, librettist",,,English,,,1,1792,"The spoiled child: in two acts. As performed at the Theater Royal, Smoke-Alley.",36,ECCO-TCP
K050373.000,"Dudley, H. Bate, Sir (Henry Bate), 1745-1824.","Sir Henry Dudley, 1st Baronet",,,,,,Q7527125,male,"Great Britain, United Kingdom of Great Britain and Ireland",,,"judge, justice of the peace",,Anglicanism,,,,1,1783,"The magic picture, a play: Altered from Massinger. By the Rev. H. Bate.",102,ECCO-TCP
K050375.000,"Inchbald, Mrs., 1753-1821.",Elizabeth Inchbald,,,,,,Q469974,female,United Kingdom of Great Britain and Ireland,,,"actor, novelist, playwright, writer, stage actor",,,English,,,1,1789,"Animal magnetism, a farce: in three acts, as performed at the Theater Royal, Covent Garden,.",36,ECCO-TCP
K050405.000,"Bentley, R. (Richard), 1708-1782.",Richard Bentley,,,,,,Q18194767,male,Great Britain,,,"translator, illustrator",,,English,,Middle Temple,1,1751,An attempt toward an apology for his R---- H------ the D----,26,ECCO-TCP
K050477.000,"Arbuthnot, John, of Mitcham.","Arbuthnot, John, of Mitcham.",,,,,,,,,,,,,,,,,1,1773,"An inquiry into the connection between the present price of provisions, and the size of farms. With remarks on population as affected thereby. ... By a farmer",150,ECCO-TCP
K050540.000,"Disraeli, Isaac, 1766-1848.",Isaac D'Israeli,,,,,,Q983351,male,"United Kingdom of Great Britain and Ireland, Great Britain",Sephardi Jews,,"literary historian, writer, literary critic, biographer",,Judaism,English,,,1,1799,"Romances, by I. D'Israeli",343,ECCO-TCP
K050551.001,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1783,"The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,",269,ECCO-TCP
K050551.002,"Holcroft, Thomas, 1745-1809.",Thomas Holcroft,,,,,,Q1114941,male,"United Kingdom of Great Britain and Ireland, Great Britain",,,"playwright, writer, novelist",,,English,,,1,1783,"The family picture; or, domestic dialogues on amiable and interesting subjects; ... By Thomas Holcroft,",293,ECCO-TCP
K050567.001,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1779,"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth.",226,ECCO-TCP
K050567.002,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1779,"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth.",218,ECCO-TCP
K050567.003,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1779,"Shenstone-Green: or, the new Paradise lost. Being a history of human nature. In three volumes. ... Written by the proprietor of the Green. The editor Courtney Melmoth.",195,ECCO-TCP
K050688.000,"Addison, Joseph, 1672-1719.",Joseph Addison,,,,,,Q206384,male,England,,,"politician, writer, playwright, poet, journalist, editor, librettist","Member of Parliament in the Parliament of Ireland, Member of the Privy Council of Ireland, Member of the 2nd Parliament of Great Britain, Member of the 3rd Parliament of Great Britain, Member of the 4th Parliament of Great Britain, Member of the 5th Parliament of Great Britain",Anglicanism,"Latin, English",,,1,1708,"The present state of the war, and the necessity of an augmentation, considered",50,ECCO-TCP
K050712.000,"Flemyng, Malcolm, d. 1764.","Flemyng, Malcolm, d. 1764.",,,,,,,,,,,,,,,,,1,1760,"A discourse on the nature, causes, and cure of corpulency. Illustrated by a remarkable case, read before the Royal Society, November 1757. And now first published, by Malcolm Flemyng, M.D",34,ECCO-TCP
K050786.000,"Philips, Ambrose, 1674-1749.",Ambrose Philips,,,,,,Q2404968,male,Great Britain,,,"poet, politician, playwright, writer",Member of Parliament in the Parliament of Ireland,,English,,,1,1722,The Briton: A tragedy. As it is acted at the Theater Royal in Drury Lane by His Majesty's servants. By Mr. Philips.,78,ECCO-TCP
K051001.000,"Carey, Henry, 1687?-1743.",Henry Carey,,,,,,Q1606590,male,Great Britain,,,"poet, composer, writer",,,English,Baroque music,,1,1737,"The dragon of Wantley: A burlesque opera. The music by Mr. John Frederick Lamp, and performed at the Theater Royal in Covent Garden. Moderniz'd from the old ballad after the Italian manner, by Sig. Carini.",23,ECCO-TCP
K051003.000,"Carey, Henry, 1687?-1743.",Henry Carey,,,,,,Q1606590,male,Great Britain,,,"poet, composer, writer",,,English,Baroque music,,1,1738,"Margery: or, a worse plague than the dragon: a burlesque opera. As it is performed at the Theater Royal in Covent Garden. Altered from the original Italian of Signor Carini. Set to music by Mr. John-Frederick Lamp.",27,ECCO-TCP
K051011.000,"Carey, Henry, 1687?-1743.",Henry Carey,,,,,,Q1606590,male,Great Britain,,,"poet, composer, writer",,,English,Baroque music,,1,1734,"The tragedy of Chrononhotonthologos: being the most tragical tragedy, that ever was tragediz'd by any company of tragedians. Written by Benjamin Bounce, Esquire;.; Chrononhotonthologos",27,ECCO-TCP
K051024.000,"Rudd, Sayer, d. 1757.","Rudd, Sayer, d. 1757.",,,,,,,,,,,,,,,,,1,1742,The certain method to know the disease: A lecture addressed to students in physic.,37,ECCO-TCP
K051025.000,"Shaw, Peter, 1694-1763.","Shaw, Peter, 1694-1763.",,,,,,,,,,,,,,,,,1,1723,"A treatise of incurable diseases: containing I. An essay on the proper means to reduce the number of incurables. II. An attempt to settle a just notion of incurable in physic. III. A specimen of a rational method to discover the cures of reputed incurable diseases. By P. Shaw, M.D",42,ECCO-TCP
K051036.000,"Cheyne, George, 1673-1743.",George Cheyne,,,,,,Q1507112,male,Great Britain,,,"physician, philosopher",,,English,,Royal Society,1,1724,"An essay of health and long life: By George Cheyne, ...",280,ECCO-TCP
K051041.000,"Curry, John, d. 1780.","Curry, John, d. 1780.",,,,,,,,,,,,,,,,,1,1743,"An essay on ordinary fevers: And the methods to be used, to prevent their becoming so grievous, and mortal, as they are often found to be. In three parts. By John Curry, M.D.",86,ECCO-TCP
K051111.000,"Pratt, Mr. (Samuel Jackson), 1749-1814.",Samuel Jackson Pratt,,,,,,Q6118146,male,,,,"novelist, poet, bookseller, writer",,,English,,,1,1781,"The fair Circassian. A tragedy: As performed at the Theater Royal, Drury Lane, by the author of Sympathy, a poem.",87,ECCO-TCP
K051252.000,"Gowland, John, d. 1776.","Gowland, John, d. 1776.",,,,,,,,,,,,,,,,,1,1792,"An essay on cutaneous diseases, and all impurities of the skin. Proposing a specific, and, method of cure. By John Gowland,",36,ECCO-TCP
K051255.000,"Kenrick, W. (William), 1725?-1779.",William Kenrick,,,,,,Q8013950,male,Great Britain,,,"writer, playwright, translator",,,English,,,1,1751,"The so much talked of and expected old woman's Dunciad: Or, midwife's masterpiece ... By Mary Midnight. With historical, critical, and explanatory notes, by Margelina Scribelinda Macularia.",55,ECCO-TCP
K051638.001,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",325,ECCO-TCP
K051638.002,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",314,ECCO-TCP
K051638.003,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",367,ECCO-TCP
K051638.004,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",369,ECCO-TCP
K051638.005,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",379,ECCO-TCP
K051638.006,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",406,ECCO-TCP
K051638.007,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1748,"Clarissa: Or, the history of a young lady: comprehending the most important concerns of private life. ... Published by the editor of Pamela. ...",437,ECCO-TCP
K051639.008,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1751,"Letters and passages restored from the original manuscripts of the history of Clarissa. To which is subjoined, a collection of such of the moral and instructive sentiments, ... as are presumed to be of general use ... Published for the sake of doing justice to the purchasers of the two first editions of that work; Clarissa",312,ECCO-TCP
K051641.000,"Richardson, Samuel, 1689-1761.",Samuel Richardson,,,,,,Q295941,male,"Great Britain, Kingdom of England",,,"writer, novelist",,Anglicanism,English,,,1,1755,"A collection of the moral and instructive sentiments, maxims, cautions, and reflections, contained in the histories of Pamela, Clarissa, and Sir Charles Grandison.",418,ECCO-TCP
K051654.000,"Wintringham, Clifton, 1689-1748.","Wintringham, Clifton, 1689-1748.",,,,,,,,,,,,,,,,,1,1743,"An enquiry into the exility of the vessels in a human body: wherein animal identity is explained, and shown incommunicable to any individual throughout the whole species. By Clifton Wintrinham, jun.",50,ECCO-TCP
K051765.000,"Mendez, Moses, d. 1758.",Moses Mendez,,,,,,Q18733494,male,,,,"playwright, poet",,,,,,1,1755,"The double disappointment: or, the fortune hunters. A comedy in two acts written by a gentleman.",23,ECCO-TCP
K051776.000,"O'Hara, Kane, 1714?-1782.",Kane O'Hara,,,,,,Q6361840,male,Republic of Ireland,,,"playwright, composer",,,English,,,1,1777,"April-day, a burletta, in three acts. Written by the author of Midas. As it is performed at the Theater Royal in the Hay-Market. The music composed by Dr. Arnold",50,ECCO-TCP
K051781.000,"Sheridan, Richard Brinsley, 1751-1816.",Richard Brinsley Sheridan,,,,,,Q352725,male,Kingdom of Ireland,,,"poet, politician, librettist, dramaturge, playwright, writer","Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,English,,,1,1794,"The duenna: a comic opera. In three acts. As performed at the Theater Royal, Covent Garden: with universal applause. By R. B. Sheridan, Esquire",67,ECCO-TCP
K051932.000,"Janeway, James, 1636?-1674.",James Janeway,,,,,,Q3544044,male,,,,writer,,,,,,1,1772,"Invisibles, realities: demonstrated in the holy life and triumphant death of Mr. John Janeway, ... By James Janeway, ...",96,ECCO-TCP
K052074.000,"Friend to Religious and Civil Liberty.; Pratt, Mr. (Samuel Jackson), 1749-1814.",Friend to Religious and Civil Liberty.,"Pratt, Mr. (Samuel Jackson), 1749-1814.",,,,,,,,,,,,,,,,2,1788,"Curious particulars and genuine anecdotes respecting the late Lord Chesterfield and David Hume, Esquire. With a parallel between these celebrated personages. ... To which is added, a short vindication of the Christian cause and character, occasioned by a recent reflection thrown upon them, by the author of the Apology for the life and writings of David Hume. By a friend to religious and civil liberty",102,ECCO-TCP
