TCP,EEBO,VID,STC,Status,main_author,field of work,movement,lifestyle,owner of,notable work,influenced by,British Museum person or institution ID,Oxford Dictionary of National Biography ID,WomenWriters ID,cause of death,country of citizenship,employer,ethnic group,image,member of,native language,occupation,place of burial,political party,position held,religion,sex or gender,spouse,unmarried partner,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author_original,Number of authors,Date,Title,Terms,Pages,Source,total_words,discrete_count,variance,total_ngrams,discrete_ngrams,ngram_variance,principles
K040928.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1722.0,Mr. Maitland's account of inoculating the small pox,,38.0,,7863,1562,0.19865191402772478,7862,5649,0.7185194606970237,0
K040929.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1722.0,"Mr. Maitland's account of inoculating the small pox: vindicated, from Dr. Wagstaffe's misrepresentations of that practice; with some remarks on Mr. Massey's sermon. The second edition. To which is added, his first account of inoculating the small pox.",,67.0,,14849,2332,0.1570476126338474,14848,9260,0.6236530172413793,4
K041028.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1769.0,Observations on a late state of the nation,,98.0,,46949,5368,0.11433683358537988,46948,27042,0.5759989775922297,63
K041046.000,,,,Free,Joseph Priestley,"philosophy, chemistry",,,,,"Jeremy Bentham, John Amos Comenius",76925,22788.0,,,United Kingdom of Great Britain and Ireland,,,Priestley.jpg,"Royal Society, Royal Swedish Academy of Sciences, Saint Petersburg Academy of Sciences, American Academy of Arts and Sciences, American Philosophical Society, Accademia Nazionale delle Scienze detta dei XL, Academy of Sciences of Turin, Leeds Library",,"philosopher, theologian, chemist, educator, political theorist, dilettante, librarian, teacher, historian of science, physicist, politician, inventor",Riverview Cemetery,,member of the French National Assembly,Christianity,male,Mary Priestley,,Joseph Priestley,,,,,,"Priestley, Joseph, 1733-1804.",1.0,1776.0,"Observations on respiration, and the use of the blood. By Joseph Priestley, LL.D. F.R.S. Read at the Royal Society, Jan. 25, 1776",,24.0,,6258,1176,0.18791946308724833,6257,3960,0.6328911618986734,5
K041060.000,,,,Free,William Oldys,,,,,,,130932,20699.0,,,,,,"Portrait of William Oldys, 1795, by John Sewell, NPG.png",,,antiquarian,,,,,male,,,William Oldys,,,,,,"Oldys, William, 1696-1761.",1.0,1753.0,"Observations on the cure of William Tailor, the blind boy of Ightham, in Kent; who being born with cataracts in both eyes, was at eight years of age, brought to sight, on the 8th of October, 1751, by Mr. John Tailor, jun. oculist, ... Also some address to the public, for a contribution toward the foundation of an Hospital for the blind, already begun by some noble personages",,39.0,,8225,2075,0.25227963525835867,8224,6241,0.7588764591439688,0
K041151.000,,,,Free,Thomas Warton,,,,,,,155414,28799.0,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1.0,1751.0,"Ode for music, as performed at the Theater in Oxford, on the second of July, 1751: Being the anniversary appointed by the late Lord Crew, Bishop of Durham, for the commemoration of benefactors to the University. By Tho. Warton, ...",,10.0,,1129,581,0.5146147032772365,1128,1072,0.950354609929078,0
K041165.000,,,,Free,Thomas Gray,,,,,,,29684,11356.0,,,Great Britain,University of Cambridge,English people,PortraitThomasGrayByJohnGilesEccart1747to1748.jpg,,English,"poet, writer, literary critic",Buckinghamshire,,professor,,male,,,Thomas Gray,,,,,,"Gray, Thomas, 1716-1771.",1.0,1747.0,An ode on a distant prospect of Eton College,,7.0,,598,388,0.6488294314381271,597,583,0.9765494137353434,0
K041171.000,,,,Free,Stephen Duck,,,,,,,137621,8131.0,,Died by Nagato,,,,,,,poet,,,,,male,,,Stephen Duck,,,,,,"Duck, Stephen, 1705-1756.",1.0,1743.0,An ode on the battle of Dettingen: Humbly inscribed to the King. By Stephen Duck.,,6.0,,478,308,0.6443514644351465,477,458,0.960167714884696,0
K041173.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1754.0,An ode on the death of Mr. Pelham,,8.0,,687,420,0.611353711790393,686,658,0.9591836734693877,1
K041177.000,,,,Free,Thomas Gray,,,,,,,29684,11356.0,,,Great Britain,University of Cambridge,English people,PortraitThomasGrayByJohnGilesEccart1747to1748.jpg,,English,"poet, writer, literary critic",Buckinghamshire,,professor,,male,,,Thomas Gray,,,,,,"Gray, Thomas, 1716-1771.",1.0,1769.0,"Ode performed in the Senate House at Cambridge, July 1, 1769: installation of His Grace Augustus-Henry Fitzroy, Duke of Grafton, Chancellor of the University. Set to music by Dr. Randal, ...",,7.0,,685,435,0.635036496350365,684,670,0.97953216374269,0
K041179.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1749.0,"Ode performed in the Senate House at Cambridge July 1, 1749: At the installation of His Grace Thomas Holles Duke of Newcastle Chancellor of the University. By Mr. Mason ... Set to music by Mr. Boyce.",,8.0,,827,453,0.5477629987908101,826,752,0.910411622276029,0
K041189.000,,,,Free,Richard Brinsley Sheridan,,,,,,,20881,25367.0,,,Kingdom of Ireland,,,Richard Sheridan.jpg,"1st United Kingdom Parliament, 2nd United Kingdom Parliament, 3rd United Kingdom Parliament, 4th United Kingdom Parliament",,"poet, politician, librettist, dramaturge, playwright",Westminster Abbey,Whigs,"Member of the 4th Parliament of the United Kingdom, Treasurer of the Navy, Member of Parliament in the Parliament of Great Britain, Member of the 1st Parliament of the United Kingdom, Member of the 2nd Parliament of the United Kingdom, Member of the 3rd Parliament of the United Kingdom, Member of the 4th Parliament of the United Kingdom, Member of the 17th Parliament of Great Britain, Member of the 18th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain",,male,"Elizabeth Ann Linley, Esther Jane Ogle",,Richard Brinsley Sheridan,,,,,,"Sheridan, Richard Brinsley, 1751-1816.",1.0,1781.0,An ode to the genius of scandal,,17.0,,1726,864,0.5005793742757821,1725,1659,0.9617391304347827,0
K041192.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1782.0,"Ode to the honorable William Pit: By William Mason, M.A.",,9.0,,729,454,0.6227709190672154,728,706,0.9697802197802198,0
K041196.000,,,,Free,William Mason,,,,,,,,18293.0,,,,,,William Mason by William Doughty.jpg,,,poet,,,,,male,,,William Mason,,,,,,"Mason, William, 1725-1797.",1.0,1779.0,"Ode to the naval officers of Great Britain: Written, immediately after the trial of Admiral Keppel, February the eleventh, 1779. By W. Mason, M.A.",,8.0,,777,470,0.6048906048906049,776,739,0.9523195876288659,0
K041203.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1769.0,"An ode upon dedicating a building, and erecting a statue, to Shakespeare, at Stratford upon Avon. By D.G",,35.0,,6204,1939,0.31254029658284976,6203,5347,0.8620022569724327,0
K041283.000,,,,Free,Henry Carey,,baroque music,,,,,131851,4651.0,,hanging,Great Britain,,,Henry Carey.jpg,,,"poet, composer, writer",,,,,male,,,Henry Carey,,,,,,"Carey, Henry, 1687?-1743.",1.0,1735.0,"Of stage tyrants. An epistle to the Right Honorable Philip Earl of Chesterfield. Occasioned by the Honest Yorkshire-man being rejected at Drury Lane Playhouse, and since acted at other theaters with universal applause. By Mr. Carey",,9.0,,1047,570,0.5444126074498568,1046,1001,0.9569789674952199,0
K041295.000,,,,Free,Thomas Pennant,plant science,,,Downing,,,41545,21860.0,,,"Great Britain, Wales",,,Thomas Pennant.jpg,"Royal Society, Royal Swedish Academy of Sciences",,"botanist, ornithologist, zoologist, biologist, malacologist",,,,,male,,,Thomas Pennant,,,,,,"Pennant, Thomas, 1726-1798.",1.0,1788.0,Of the Patagonians. Formed from the relation of Father Falkener a Jesuit who had resided among them thirty eight years. And from the different voyagers who had met with this tall race,,18.0,,6631,1769,0.2667772583320766,6630,5093,0.7681749622926094,4
K041312.000,,,,Free,John Hill,"plant science, botany, mycology, pharmacy, geology",,,,,,,13281.0,,,Great Britain,,,"Makers of British botany, Plate 10 (John Hill).png",German Academy of Sciences Leopoldina,,"writer, translator, journalist, botanist, novelist",,,,,male,,,John Hill,,,,,,"Hill, John, 1714?-1775.",1.0,1750.0,"The old man's guide to health and longer life: with rules for diet, exercise, and physic; ...",,54.0,,9641,1682,0.1744632299553988,9640,6765,0.7017634854771784,0
K041358.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1757.0,A philosophical enquiry into the origin of our ideas of the sublime and beautiful,,195.0,,37139,4154,0.11185007673873826,37138,20867,0.5618773224190856,31
K041371.001,,,,Free,Jean-Paul Marat,,,,,Les Chaînes de l'esclavage,,37144,,,stab wound,"France, Switzerland",,,Jean-Paul Marat - portrait peint par Joseph Boze.jpg,,French,"politician, journalist, physician",Panthéon,Jacobin,member of the French National Assembly,,male,,Simone Évrard,Jean-Paul Marat,,,,,,"Marat, Jean Paul, 1743-1793.",1.0,1773.0,A philosophical essay on man: Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,,276.0,,50985,5057,0.09918603510836521,50984,26869,0.5270084732465087,61
K041371.002,,,,Free,Jean-Paul Marat,,,,,Les Chaînes de l'esclavage,,37144,,,stab wound,"France, Switzerland",,,Jean-Paul Marat - portrait peint par Joseph Boze.jpg,,French,"politician, journalist, physician",Panthéon,Jacobin,member of the French National Assembly,,male,,Simone Évrard,Jean-Paul Marat,,,,,,"Marat, Jean Paul, 1743-1793.",1.0,1773.0,A philosophical essay on man: Being an attempt to investigate the principles and laws of the reciprocal influence of the soul on the body. ...,,270.0,,47055,4358,0.09261502497077888,47054,23984,0.5097122455051643,41
K041393.000,,,,Free,William Congreve,,,,,,,67570,6069.0,,,Great Britain,,,"William Congreve by Sir Godfrey Kneller, Bt.jpg",,,"playwright, poet, writer, translator, engineer, librettist",Westminster Abbey,,,,male,"Henrietta Godolphin, 2nd Duchess of Marlborough",,William Congreve,,,,,,"Congreve, William, 1670-1729.",1.0,1706.0,"A pindarique ode, humbly offered to the Queen, on the victorious progress of Her Majesty's arms, under the conduct of the Duke of Marlborough. To which is prefixed, a discourse on the pindarique ode. By Mr. Congreve",,15.0,,3308,1204,0.3639661426844015,3307,2856,0.8636226186876323,0
K041419.000,,,,Free,"Guiton, Mademoiselle (Marie)",,,,,,,,,,,,,,,,,,,,,,female,,,"Guiton, Mademoiselle (Marie)",,,,,,"Guiton, Mademoiselle (Marie)",1.0,1750.0,"Plain and familiar instructions on ruptures, designed for the use of the female sex: in which are given distinct notions of these maladies, and the most proper means of curing them: together with accurate rules and directions on the use and application of trusses. By Mademoiselle Guiton,",,57.0,,13938,1950,0.13990529487731382,13937,8045,0.5772404391188921,0
K041482.000,,,,Free,Hannah Brand,,,,,,,,3250.0,,,"Great Britain, United Kingdom of Great Britain and Ireland",,,,,,"actor, playwright, writer",,,,,female,,,Hannah Brand,,,,,,"Brand, Hannah, d. 1821.",1.0,1798.0,Plays and poems: by Miss Hannah Brand.,,433.0,,79282,7902,0.09966953406826266,79281,48811,0.615670841689686,1
K041500.000,,,,Free,Thomas Warton,,,,,,,155414,28799.0,,,Great Britain,University of Oxford,,Thomaswarton.jpg,,,"writer, poet, historian, literary critic, literary historian",,,Poet Laureate of the United Kingdom,Anglicanism,male,,,Thomas Warton,,,,,,"Warton, Thomas, 1728-1790.",1.0,1747.0,The pleasures of melancholy. A poem,,23.0,,2339,1099,0.4698589140658401,2338,2143,0.916595380667237,0
K041503.000,,,,Free,Hannah More,"poetry, essay",,,,Thoughts on the Importance of the Manners of the Great to General Society,,39360,19179.0,1bba70db-d114-4950-bea0-234faf6235bc,,"United Kingdom of Great Britain and Ireland, Great Britain",,,HannahMore.jpg,Blue Stockings Society,,"writer, poet, essayist, philanthropist, abolitionist",Somerset,,,Anglicanism,female,,,Hannah More,,,,,,"More, Hannah, 1745-1833.",1.0,1796.0,"The plum-cakes; or, the farmer and his three sons",,8.0,,953,442,0.46379853095487933,952,901,0.9464285714285714,0
K041528.000,,,,Free,Richard Savage,,,,,,,,24724.0,,,"Kingdom of England, Great Britain",,,Richard Savage - a romance of real life (1844) (14796074993).jpg,,,"poet, satirist",,,,,male,,,Richard Savage,,,,,,"Savage, Richard, d. 1743.",1.0,1727.0,"A poem, sacred to the glorious memory of our late most gracious sovereign lord King George: ... By Richard Savage, ...",,7.0,,1083,615,0.5678670360110804,1082,1048,0.9685767097966729,0
K041537.000,,,,Free,John Dennis,,,,,,,136099,7503.0,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1.0,1714.0,"A poem upon the death of her late sacred majesty Queen Anne, and the most happy and most auspicious accession of his sacred majesty King George. To the imperial crowns of Great Britain, France and Ireland. ... By Mr. Dennis",,27.0,,3653,1227,0.33588831097727895,3652,3172,0.8685651697699891,3
K041548.001,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,203.0,,29611,6402,0.21620343791158692,29610,23138,0.7814251941911516,5
K041548.002,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,263.0,,39131,8471,0.2164779842068948,39130,28311,0.7235113723485816,3
K041548.003,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,220.0,,30237,6226,0.20590667063531434,30236,23406,0.7741103320545045,0
K041548.004,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,242.0,,43776,8789,0.2007721125730994,43775,31979,0.7305311250713877,4
K041548.005,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,265.0,,41686,6544,0.15698315981384636,41685,30981,0.7432169845268082,3
K041548.006,,,,Free,William Hayley,,,,The Turret,,,136713,12769.0,,,,,,William Hayley by Henry Howard.jpg,,,"poet, painter, biographer",,,,,male,,,William Hayley,,,,,,"Hayley, William, 1745-1820.",1.0,1785.0,"Poems and plays: by William Hayley, Esquire. In six volumes. ...",,318.0,,48912,6057,0.12383464180569186,48911,32344,0.661282738034389,1
K041555.000,,,,Free,"Donaldson, J. (John), 1737-1801.",,,,,,,,,,,,,,,,,,,,,,male,,,"Donaldson, J. (John), 1737-1801.",,,,,,"Donaldson, J. (John), 1737-1801.",1.0,1784.0,"Poems by J. Donaldson, author of The elements of beauty",,24.0,,2224,929,0.4177158273381295,2223,1910,0.8591992802519118,0
K041581.000,,,,Free,Christopher Smart,,,,,,,162528,25739.0,,,Great Britain,,,Christopher Smart.jpg,,English,"writer, stage actor, composer, hymnwriter, children's writer, editor",,,,Anglicanism,male,,,Christopher Smart,,,,,,"Smart, Christopher, 1722-1771.",1.0,1752.0,"Poems on several occasions: By Christopher Smart, ...",,236.0,,36082,11057,0.30644088465162683,36081,30598,0.8480363626285302,1
K041590.000,,,,Free,Henry Jones,,,,,,,209822,15012.0,,,,,,,,,"poet, playwright",,,,,male,,,Henry Jones,,,,,,"Jones, Henry, 1721-1770.",1.0,1749.0,Poems on several occasions: By Henry Jones.,,240.0,,28458,5741,0.20173589148921217,28457,23230,0.8163193590329269,1
K041597.000,,,,Free,Nicholas Rowe,,,,,,,77763,24203.0,,,Great Britain,,,Nicholas Rowe from NPG.jpg,,,"playwright, poet, writer, literary historian, poet lawyer",Westminster Abbey,,Poet Laureate of the United Kingdom,,male,"Anne Devenish, Antonia Parsons",,Nicholas Rowe,,,,,,"Row, Nicholas, 1674-1718.",1.0,1714.0,"Poems on several occasions: By N. Row, Esquire;.",,41.0,,4440,1693,0.3813063063063063,4439,4024,0.906510475332282,0
K041605.000,,,,Free,Thomas Parnell,,,,,,,41170,21390.0,,,Kingdom of Ireland,,,Thomas Parnell.jpg,,,"poet, writer, essayist, translator",,,,,male,Anne Minchin,,Thomas Parnell,,,,,,"Parnell, Thomas, 1679-1718.",1.0,1721.0,"Poems on several occasions: Written by Dr. Thomas Parnell, ... and published by Mr. Pope.",,228.0,,26588,5796,0.2179930795847751,26587,21121,0.794410802271787,0
K041684.001,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1785.0,"The poetical works of David Garrick, Esquire. Now first collected into two volumes. With explanatory notes.",,279.0,,44774,7314,0.16335373207665163,44773,32378,0.7231590467469233,2
K041684.002,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1785.0,"The poetical works of David Garrick, Esquire. Now first collected into two volumes. With explanatory notes.",,320.0,,47576,6898,0.14498907011938791,47575,33575,0.7057277982133473,0
K041691.000,,,,Free,James Thomson,,,,,"Rule, Britannia!, The Seasons",,48435,27306.0,,,Great Britain,,Scottish people,James Thomson (Scottish poet).jpg,,,"writer, poet",,,,,male,,,James Thomson,,,,,,"Thomson, James, 1700-1748.",1.0,1728.0,Spring. A poem: By Mr. Thomson.,,69.0,,8732,2889,0.3308520384791571,8731,7577,0.8678272820982705,0
K041717.000,,,,Free,Charles Churchill,,,,,,,132693,5397.0,,disease,Great Britain,,,Charles Churchill (satirist).jpg,,English,"poet, writer",,,,,male,,,Charles Churchill,,,,,,"Churchill, Charles, 1731-1764.",1.0,1763.0,"The prophecy of famine. A Scots pastoral: By C. Churchill. Inscribed to John Wilkes, Esquire;.",,31.0,,4386,1731,0.39466484268125857,4385,4078,0.9299885974914481,0
K041831.000,,,,Free,Charles Churchill,,,,,,,132693,5397.0,,disease,Great Britain,,,Charles Churchill (satirist).jpg,,English,"poet, writer",,,,,male,,,Charles Churchill,,,,,,"Churchill, Charles, 1731-1764.",1.0,1761.0,Night: An epistle to Robert Lloyd. By the author.,,18.0,,2974,1227,0.41257565568258237,2973,2802,0.9424823410696267,0
K041852.000,,,,Free,Arthur Murphy,,,,,,,39729,19569.0,,,Ireland,,,"Arthur Murphy by Nathaniel Dance, (later Sir Nathaniel Dance-Holland, Bt).jpg",,,"writer, biographer",,,,,male,,,Arthur Murphy,,,,,,"Murphy, Arthur, 1727-1805.",1.0,1764.0,"No one's enemy but his own: A comedy in three acts, as it is performed at the Theater Royal in Covent Garden.",,101.0,,15988,2582,0.1614961220915687,15987,10418,0.6516544692562707,1
K042020.000,,,,Free,Francis Gentleman,,,,,,,,10525.0,,,,,,,,,"author, poet",,,,,male,,,Francis Gentleman,,,,,,"Gentleman, Francis, 1728-1784.",1.0,1760.0,"Oroonoko: or the royal slave. A tragedy. Altered from Southern, by Francis Gentleman. ...",,87.0,,16847,2798,0.1660829821333175,16846,12342,0.7326368277335866,0
K042178.000,,,,Free,William Kenrick,,,,,,,149492,15416.0,,,Great Britain,,,William Kenrick.jpg,,,"writer, playwright, translator",,,,,male,,,William Kenrick,,,,,,"Kenrick, W. (William), 1725?-1779.",1.0,1753.0,The pasquinade. With notes variorum. Book the first,,27.0,,7669,2392,0.3119050723692789,7668,6366,0.8302034428794992,0
K042183.000,,,,Free,George Berkeley,"philosophy, theology, education, epistemology, metaphysics, philosophy of science, calculus, Immaterialism","empiricism, Immaterialism",,,"De Motu, An Essay Towards a New Theory of Vision, A Treatise Concerning the Principles of Human Knowledge, Three Dialogues between Hylas and Philonous, The Theory of Vision, or Visual Language, The Analyst, Siris, The Querist","John Locke, Nicolas Malebranche",,2211.0,,,Kingdom of Ireland,,,George Berkeley by Jonh Smibert.jpg,,,"philosopher, Anglican priest, writer, epistemologist, philosopher of science, metaphysician",Christ Church Cathedral,,"Bishop of Cloyne, Dean of Derry, Dean of Dromore",Anglicanism,male,"Anne Forster, Sarah Foster",,George Berkeley,,,,,,"Berkeley, George, 1685-1753.",1.0,1712.0,"Passive obedience: or, the Christian doctrine of not resisting the supreme power, proved and vindicated ... In a discourse delivered at the College-chapel. By George Berkeley, M.A. Fellow of Trinity-College, Dublin.",,46.0,,12823,2021,0.15760742415971302,12822,8056,0.6282951177663391,8
K042231.000,,,,Free,David Garrick,,,,,,,28452,10408.0,,,Great Britain,,,Kauffman-Garrick.jpg,,,"playwright, theatrical producer, writer, screenwriter, stage actor, actor",Poets' Corner,,,,male,Eva Marie Veigel,,David Garrick,,,,,,"Garrick, David, 1717-1779.",1.0,1767.0,"A peep behind the curtain: or, the new rehearsal. As it is now performed at the Theater Royal in Drury Lane.",,49.0,,8796,1716,0.19508867667121418,8795,6300,0.7163160886867538,1
K042270.000,,,,Free,Thomas Hull,,,,,,,32315,14109.0,,,,,,Thomas Hull.jpg,,,stage actor,,,,,male,,,Thomas Hull,,,,,,"Hull, Thomas, 1728-1808.",1.0,1767.0,The perplexities: a comedy. As it is performed at the Theater Royal in Covent Garden,,86.0,,21366,3272,0.1531405036038566,21365,14888,0.6968406271940089,1
K042319.000,,,,Free,Edmund Burke,,"liberal conservatism, counter-revolutionary",,,"Reflections on the Revolution in France, A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful","Aristotelis, Cicero, Church Fathers, Richard Hooker, Montesquieu, William Blackstone, John Locke, David Hume",,4019.0,,,Kingdom of Ireland,University of Glasgow,,Edmund Burke by James Northcote.JPG,,,"politician, philosopher, writer",,Whigs,"Member of Parliament in the Parliament of Great Britain, Member of the 12th Parliament of Great Britain, Member of the 13th Parliament of Great Britain, Member of the 14th Parliament of Great Britain, Member of the 15th Parliament of Great Britain, Member of the 16th Parliament of Great Britain, Member of the 17th Parliament of Great Britain",Church of Ireland,male,Jane Mary Nugent,,Edmund Burke,,,,,,"Burke, Edmund, 1729-1797.",1.0,1777.0,"The political tracts and speeches: of Edmund Burke, Esquire. Member of Parliament for the city of Bristol.",,436.0,,130995,9224,0.07041490133211191,130994,63042,0.4812586836038292,209
K042385.000,,,,Free,George Duckett,,,,,,,177913,8133.0,,,,,,,,,politician,,,"Member of Parliament in the Parliament of Great Britain, Member of Parliament in the Parliament of England, Member of the 1st Parliament of Great Britain, Member of the 2nd Parliament of Great Britain, Member of the 6th Parliament of Great Britain, Member of the 1705-07 Parliament",,male,,,George Duckett,John Dennis,,,,,"Duckett, George, 1684-1732.; Dennis, John, 1657-1734.",2.0,1729.0,"Pope Alexander's supremacy and infallibility examined: and the errors of Scriblerus and his man William detected. With the effigies of His Holiness and his prime minister, curiously engraved on copper.",,44.0,,12289,2897,0.23573927903002687,12288,9254,0.7530924479166666,1
K042411.000,,,,Free,John Arbuthnot,,,,,,,17554,610.0,,,Great Britain,,,Arbuthnot John Kneller.jpg,"Royal Society, Royal College of Physicians",,"mathematician, writer, composer, physician","St James's Church, Piccadilly",Tories,,,male,,,John Arbuthnot,,,,,,"Arbuthnot, John, 1667-1735.",1.0,1714.0,"A postscript to John Bull: containing the history of the Crown-Inn, with the death of the widow, and what happened thereon.",,18.0,,4136,1202,0.29061895551257255,4135,3410,0.8246674727932285,0
K042546.000,,,,Free,John Dennis,,,,,,,136099,7503.0,,,Great Britain,,,John Dennis (dramatist).jpg,,,"writer, playwright, literary critic",,,,,male,,,John Dennis,,,,,,"Dennis, John, 1657-1734.",1.0,1715.0,"Priestcraft distinguished from Christianity. Showing, I. That wicked priests are the real Antichrists mentioned in Scripture.",,69.0,,14548,2206,0.15163596370635138,14547,8882,0.6105726266584175,0
K042666.000,,,,Free,Charles Hutton,,,,,,,148571,14300.0,,,United Kingdom of Great Britain and Ireland,,,"Charles Hutton. Stipple engraving, 1824, after H. Ashby. Wellcome V0002995.jpg","Royal Society, American Academy of Arts and Sciences, Royal Netherlands Academy of Arts and Sciences",,"mathematician, inventor",,,,,male,,,Charles Hutton,,,,,,"Hutton, Charles, 1737-1823.",1.0,1772.0,"The principles of bridges: containing the mathematical demonstrations of the properties of the arches, the thickness of the piers, the force of the water against them, &c. ... By Cha. Hutton, ...",,108.0,,18201,2332,0.12812482830613703,18200,10131,0.5566483516483517,3
